node,deg,deg_norm,betweenness,eigenvector,pagerank,cluster
sudden,165,0.023847377,3.93E-05,0.015767732,0.000220956,6
suddenly,68,0.00982801,1.11E-05,0.009101053,0.000126957,0
sue,17,0.002457002,5.44E-07,0.00257195,6.52E-05,9
suffer,442,0.063882064,0.000293628,0.025297452,0.000390445,6
suffering,31,0.004480416,8.39E-08,0.005152789,6.06E-05,6
sufficiency,19,0.002746062,3.97E-08,0.003840704,5.66E-05,0
sufficient,245,0.035409741,0.000108721,0.021340154,0.000272961,4
sufficiently,18,0.002601532,3.03E-08,0.003282002,4.84E-05,4
sugar,305,0.044081515,0.0001132,0.022051959,0.000313878,10
suggest,601,0.086862263,0.000526036,0.031366254,0.000472736,4
suggestive,70,0.010117069,1.92E-06,0.008701938,0.000103365,6
suh,20,0.002890591,3.09E-06,0.001323593,0.000108761,9
suicide,111,0.016042781,1.70E-05,0.013133942,0.000171231,0
suit,119,0.017199017,5.52E-06,0.014069047,0.000148329,2
suitability,20,0.002890591,3.75E-08,0.004061546,5.69E-05,2
suitable,202,0.02919497,3.23E-05,0.019302908,0.000220843,2
suite,88,0.012718601,0.000140282,0.007376265,0.000225411,9
sulfate,69,0.009972539,2.69E-05,0.007266469,0.000142155,7
sulphate,22,0.00317965,3.07E-07,0.003868701,5.50E-05,7
sum,18,0.002601532,8.75E-09,0.003316635,4.50E-05,6
summarise,20,0.002890591,1.41E-06,0.003541564,5.98E-05,6
summarize,28,0.004046828,3.69E-07,0.005123001,6.48E-05,2
summary,178,0.025726261,0.000237194,0.016076617,0.000251854,4
summative,19,0.002746062,3.56E-08,0.003353776,6.12E-05,4
summer,22,0.00317965,1.69E-06,0.00363178,6.63E-05,0
sun,42,0.006070241,1.26E-05,0.00513795,9.49E-05,9
sunlight,18,0.002601532,1.31E-07,0.003151674,6.05E-05,7
super,192,0.027749675,9.10E-05,0.018305691,0.000252372,0
superficial,14,0.002023414,5.64E-08,0.002564899,5.69E-05,2
superfood,20,0.002890591,1.12E-06,0.002935583,7.52E-05,10
superior,20,0.002890591,7.05E-07,0.003476817,6.24E-05,9
superman,30,0.004335887,4.19E-07,0.005008419,7.48E-05,0
supervise,115,0.016620899,3.01E-05,0.012762632,0.000165085,4
supervision,140,0.020234138,1.84E-05,0.015202275,0.000178543,2
supplement,621,0.089752854,0.000936137,0.032336191,0.000560191,0
supplemental,109,0.015753722,2.22E-05,0.012521646,0.000142172,2
supplementation,272,0.039312039,0.000104757,0.022066275,0.000296859,2
supply,186,0.026882497,0.000107223,0.016976502,0.000238261,2
support,940,0.135857783,0.003867924,0.039845213,0.000775309,9
supportive,70,0.010117069,1.67E-05,0.009049981,0.00013892,4
suppose,124,0.017921665,2.64E-05,0.013736869,0.000186736,0
suppository,43,0.006214771,3.26E-06,0.00589537,0.000102243,2
suppress,230,0.033241798,3.62E-05,0.018954879,0.000232667,7
suppresse,17,0.002457002,2.82E-08,0.003183868,5.10E-05,7
suppression,126,0.018210724,2.33E-05,0.013635827,0.000186225,7
supra,36,0.005203064,1.10E-06,0.006343159,8.15E-05,2
supraphysiological,92,0.013296719,1.14E-05,0.010766376,0.000159627,7
supraspinal,20,0.002890591,5.78E-07,0.003101132,7.60E-05,6
surampudi,20,0.002890591,5.04E-06,0.001232888,0.00010239,5
sure,623,0.090041914,0.000857414,0.03229678,0.00052099,0
surface,123,0.017777135,5.90E-05,0.013586373,0.000218323,2
surge,101,0.014597485,9.06E-06,0.011713378,0.000149047,6
surgeon,38,0.005492123,3.10E-06,0.006048313,9.55E-05,0
surgery,466,0.067350773,0.001446089,0.024193196,0.000532903,9
surgical,205,0.029628559,0.000111421,0.016892805,0.000272837,7
surgically,63,0.009105362,4.75E-06,0.008161675,0.000112819,7
surprise,36,0.005203064,1.16E-05,0.00502715,9.80E-05,0
surprised,52,0.007515537,6.69E-06,0.007267914,0.000104427,0
surprising,61,0.008816303,1.77E-06,0.007990406,0.000102617,6
surprisingly,19,0.002746062,2.95E-07,0.003152905,6.43E-05,0
surround,173,0.025003613,0.000114464,0.016518625,0.000252123,4
surrounding,18,0.002601532,2.90E-08,0.003584226,5.82E-05,10
surveillance,45,0.00650383,3.16E-06,0.006834415,9.49E-05,4
survey,63,0.009105362,1.18E-05,0.008180697,0.000137256,4
survival,98,0.014163897,3.04E-05,0.010537953,0.000178219,4
survivor,36,0.005203064,1.79E-06,0.005646639,8.02E-05,9
survivorship,20,0.002890591,4.23E-07,0.003306249,6.92E-05,2
susceptible,35,0.005058534,1.64E-06,0.004950046,8.68E-05,7
suspect,206,0.029773089,6.67E-05,0.017001729,0.000238269,7
suspend,16,0.002312473,1.21E-06,0.002419275,6.27E-05,2
suspicion,53,0.007660066,3.37E-06,0.007137178,0.000108589,7
sustain,68,0.00982801,1.07E-05,0.00909281,0.000113823,2
sustainable,70,0.010117069,2.68E-06,0.010219442,0.000120828,2
sustainably,16,0.002312473,1.07E-07,0.003116895,5.15E-05,10
sustained,64,0.009249892,2.11E-06,0.009158269,0.000101201,2
sustanon,47,0.006792889,1.08E-05,0.006203668,0.000108154,2
swallow,34,0.004914005,1.07E-06,0.005272912,8.28E-05,2
swap,20,0.002890591,2.23E-07,0.003154479,6.63E-05,10
sweat,119,0.017199017,5.67E-05,0.011751843,0.000205787,6
sweaty,17,0.002457002,6.17E-08,0.002843985,4.69E-05,6
sweet,30,0.004335887,2.08E-06,0.004639687,7.98E-05,0
sweeten,19,0.002746062,8.29E-08,0.002778519,6.81E-05,10
swell,111,0.016042781,2.57E-05,0.011896274,0.000163715,7
swelling,67,0.00968348,1.35E-06,0.008566326,0.000100831,7
swerdloff,94,0.013585778,0.000179891,0.005674834,0.000259917,5
swimming,33,0.004769475,5.33E-07,0.005511263,7.86E-05,2
swing,318,0.045960399,0.00013335,0.021979856,0.000309822,6
switch,131,0.018933372,4.28E-05,0.014221075,0.000177928,2
swj,19,0.002746062,2.51E-06,0.00180203,8.12E-05,5
swollen,94,0.013585778,6.36E-06,0.009180311,0.000120175,6
sydell,21,0.003035121,8.88E-08,0.003220337,6.76E-05,0
symbol,16,0.002312473,2.18E-08,0.002680391,5.22E-05,10
sympathetic,33,0.004769475,2.97E-06,0.004373048,0.000104402,10
symptom,1725,0.249313485,0.008853485,0.038954498,0.000920571,6
symptomatic,266,0.038444862,0.000104189,0.021694509,0.000309333,4
symptomatically,50,0.007226478,2.64E-06,0.007248773,0.000100768,4
symptomology,19,0.002746062,1.23E-07,0.003659501,5.29E-05,0
synder,17,0.002457002,7.50E-08,0.00278563,5.72E-05,5
syndrome,499,0.072120249,0.000879993,0.024995267,0.000519386,7
synergistically,18,0.002601532,1.76E-07,0.003204022,6.09E-05,6
synthesis,74,0.010695187,7.89E-06,0.008079777,0.000131948,7
synthesise,19,0.002746062,4.40E-08,0.003318088,5.06E-05,7
synthesize,18,0.002601532,1.66E-06,0.002545224,6.13E-05,7
synthetic,133,0.019222431,1.08E-05,0.013450032,0.000165025,7
syphilis,20,0.002890591,2.43E-06,0.00214555,7.77E-05,3
syringe,18,0.002601532,5.92E-08,0.003202458,6.31E-05,2
syrinx,26,0.003757768,7.65E-07,0.003964986,7.79E-05,2
system,657,0.094955918,0.001751979,0.03133448,0.00062861,2
system(s,19,0.002746062,3.02E-07,0.003571498,6.14E-05,2
systematic,105,0.015175603,3.89E-05,0.011609842,0.000198209,4
systematically,15,0.002167943,5.65E-08,0.002827564,5.68E-05,4
systemic,37,0.005347594,5.09E-06,0.005512126,9.36E-05,2
t.g,20,0.002890591,2.39E-06,0.001559255,9.70E-05,5
t.h,15,0.002167943,1.24E-07,0.001858008,6.75E-05,9
t.m,20,0.002890591,1.39E-05,0.001957438,9.23E-05,5
tab,20,0.002890591,1.28E-07,0.004164735,5.25E-05,0
table,245,0.035409741,0.000143727,0.019460133,0.000293308,4
tablet,210,0.030351207,0.000138416,0.017619409,0.000282284,2
tackle,79,0.011417835,6.41E-05,0.009293675,0.000124317,9
tact,20,0.002890591,3.99E-08,0.00403708,5.76E-05,0
tactic,19,0.002746062,6.22E-08,0.00329092,6.43E-05,0
tadalafil,78,0.011273305,1.49E-05,0.009197745,0.000137506,2
tag,30,0.004335887,5.18E-06,0.003249068,9.88E-05,8
tailor,240,0.034687094,5.90E-05,0.022082903,0.00027156,2
tailored,39,0.005636653,1.31E-06,0.00584448,8.73E-05,9
takeaway,81,0.011706894,5.29E-05,0.009526237,0.000150901,10
taker,18,0.002601532,2.33E-07,0.003129788,6.49E-05,0
tale,99,0.014308426,1.19E-05,0.01094816,0.000163068,0
talent,15,0.002167943,1.06E-06,0.002193771,6.39E-05,0
talk,858,0.124006359,0.001531026,0.036123194,0.000641772,0
tall,15,0.002167943,2.58E-07,0.002410005,5.89E-05,0
tammany,20,0.002890591,2.44E-06,0.001563143,0.000103245,9
tamoxifen,68,0.00982801,7.82E-06,0.008852418,0.000134148,7
tampa,62,0.008960832,4.06E-06,0.008515189,0.000111905,2
tandem,18,0.002601532,8.47E-08,0.003452892,5.80E-05,9
tank,17,0.002457002,1.16E-07,0.002933548,6.26E-05,0
tans,19,0.002746062,1.96E-07,0.003375053,6.20E-05,2
taper,60,0.008671773,2.79E-06,0.00869433,0.000108905,2
tapering,19,0.002746062,2.56E-08,0.00346846,5.54E-05,2
tarantino,19,0.002746062,4.03E-07,0.002248142,8.65E-05,5
target,214,0.030929325,6.71E-05,0.018983545,0.000256941,4
targeted,17,0.002457002,1.14E-06,0.001594891,8.60E-05,3
task,106,0.015320133,5.02E-05,0.012499071,0.000175927,11
tasked,20,0.002890591,9.20E-08,0.003956267,6.51E-05,4
taste,16,0.002312473,1.47E-07,0.003103834,5.52E-05,10
taylor,17,0.002457002,2.56E-06,0.002586886,5.94E-05,9
td.5,19,0.002746062,3.99E-08,0.003661578,5.81E-05,4
"td.5,6",17,0.002457002,5.78E-08,0.00317543,5.39E-05,4
"td.6,9,25",20,0.002890591,5.02E-07,0.003710972,6.60E-05,4
"td.76,77",19,0.002746062,2.12E-08,0.003665611,5.39E-05,4
td5,20,0.002890591,2.33E-08,0.003959973,5.54E-05,4
"td5,7",19,0.002746062,4.73E-08,0.003713023,5.51E-05,4
tds,17,0.002457002,1.38E-07,0.003366042,5.47E-05,2
tea,34,0.004914005,3.11E-05,0.003465355,0.000104928,10
teach,52,0.007515537,4.10E-06,0.00771641,0.000108405,0
teaching,13,0.001878884,5.30E-09,0.002396652,5.03E-05,4
team,605,0.087440382,0.001296617,0.031027261,0.000556114,9
tease,34,0.004914005,3.16E-07,0.005433703,7.21E-05,0
technical,18,0.002601532,1.56E-07,0.003310662,6.32E-05,6
technically,18,0.002601532,1.60E-07,0.003212021,5.51E-05,6
technique,204,0.029484029,0.000130245,0.018576625,0.000281272,2
technology,169,0.024425495,0.000125596,0.016773171,0.000257696,1
teen,79,0.011417835,7.51E-06,0.009410474,0.000115601,6
teenage,35,0.005058534,1.54E-06,0.005260477,8.71E-05,7
teenager,32,0.004624946,1.32E-06,0.004453383,8.20E-05,7
telehealth,85,0.012285012,9.75E-06,0.01157279,0.000146732,2
telemedicine,148,0.021390374,2.93E-05,0.015280105,0.000206402,2
telephone,71,0.010261598,3.36E-06,0.010145076,0.00012486,2
television,92,0.013296719,2.78E-05,0.010966065,0.000147239,0
tell,597,0.086284145,0.000887913,0.031822066,0.000530302,0
telling,19,0.002746062,4.76E-07,0.002984862,6.26E-05,0
temperature,51,0.007371007,4.81E-06,0.006676092,0.000107544,7
temple,17,0.002457002,2.23E-08,0.003004752,5.56E-05,6
temporarily,34,0.004914005,2.09E-06,0.005181489,8.48E-05,7
temporary,168,0.024280965,3.02E-05,0.017079779,0.000221006,7
tend,510,0.073710074,0.000391705,0.029205335,0.000440658,0
tender,55,0.007949126,8.86E-07,0.00735811,8.83E-05,6
tenderness,139,0.020089608,2.87E-05,0.014014765,0.000188878,7
tennessee,18,0.002601532,5.10E-07,0.002728297,6.63E-05,9
tension,66,0.009538951,1.06E-05,0.0081308,0.00013628,6
term,957,0.138314785,0.001755451,0.039125364,0.000694826,4
terminally,18,0.002601532,6.64E-07,0.002421081,7.00E-05,9
terms—“secret,18,0.002601532,2.58E-07,0.002592794,6.92E-05,9
terrible,31,0.004480416,1.33E-06,0.004984846,8.51E-05,0
terrific,19,0.002746062,1.14E-07,0.003924557,5.21E-05,0
terrifying,17,0.002457002,2.62E-08,0.003386769,5.50E-05,0
tertiary,19,0.002746062,1.59E-08,0.003890141,5.69E-05,4
tertile,32,0.004624946,4.96E-07,0.005061054,7.32E-05,4
test,1171,0.16924411,0.004553591,0.032261585,0.000727053,4
testable,16,0.002312473,6.58E-08,0.002860683,5.36E-05,7
testament,20,0.002890591,8.42E-08,0.003390054,5.65E-05,2
testes,141,0.020378667,2.34E-05,0.014025239,0.000180082,7
testicle,729,0.105362047,0.001351,0.028714032,0.000562667,7
testicular,605,0.087440382,0.000843292,0.028765266,0.000504093,7
testim,87,0.012574071,2.80E-05,0.009659773,0.000176794,2
testimonial,50,0.007226478,8.65E-07,0.007988619,9.48E-05,0
testing,616,0.089030207,0.000960607,0.031603285,0.000506778,4
testing.com,18,0.002601532,2.38E-07,0.002853588,7.03E-05,5
testis,574,0.082959965,0.00099403,0.025438196,0.000474723,7
testogel,14,0.002023414,1.88E-07,0.001056567,7.55E-05,2
testolactone,20,0.002890591,1.06E-07,0.00318067,6.30E-05,7
testopel,29,0.004191357,6.10E-08,0.005111449,6.03E-05,2
testosterone,4108,0.593727417,0.127528274,0.047678692,0.001510449,4
testosterone.27,20,0.002890591,1.24E-06,0.003267465,6.63E-05,4
testosterone.5,19,0.002746062,1.48E-08,0.003819581,5.08E-05,4
"testosterone.54,55",17,0.002457002,2.10E-08,0.003247882,5.20E-05,4
testosterone.9,14,0.002023414,1.34E-06,0.001885974,5.76E-05,7
testosterone.you,16,0.002312473,1.67E-08,0.00297707,5.07E-05,7
testosteroneto,19,0.002746062,1.04E-07,0.003896735,5.90E-05,2
tetanus,18,0.002601532,1.18E-06,0.002210533,7.56E-05,3
text,71,0.010261598,7.42E-06,0.009420653,0.000133238,0
textbook,53,0.007660066,3.95E-05,0.003977003,0.000154702,5
textual,19,0.002746062,1.59E-07,0.00272236,6.64E-05,0
texture,18,0.002601532,1.55E-08,0.003587999,5.47E-05,2
tgrp,19,0.002746062,3.67E-07,0.00319458,6.50E-05,5
thalamus,19,0.002746062,7.84E-07,0.003217023,6.65E-05,7
thalassemia,30,0.004335887,1.11E-07,0.004575635,6.51E-05,7
thank,240,0.034687094,0.000172013,0.017594515,0.000297259,0
thankfully,19,0.002746062,1.76E-07,0.002878662,5.73E-05,0
theirs,18,0.002601532,1.07E-08,0.0032722,4.89E-05,6
theme,17,0.002457002,2.56E-07,0.002988871,6.66E-05,4
theoretically,37,0.005347594,1.32E-06,0.005632164,8.40E-05,4
theory,30,0.004335887,2.82E-06,0.004306619,8.65E-05,5
therapeutic,397,0.057378234,0.000430245,0.027620694,0.000438682,2
therapeutic.446,20,0.002890591,2.31E-07,0.00348282,6.38E-05,2
therapie,19,0.002746062,1.65E-07,0.003345952,6.15E-05,6
therapies.417,19,0.002746062,7.85E-07,0.003614652,6.04E-05,2
therapist,52,0.007515537,1.48E-06,0.007714344,9.40E-05,0
therapy,2245,0.324468854,0.021027593,0.047209304,0.001294588,4
"therapy.28,29",18,0.002601532,9.12E-08,0.003183805,5.32E-05,6
therapy.5,19,0.002746062,1.80E-07,0.003371662,5.72E-05,4
therapy.75,17,0.002457002,6.11E-08,0.002912182,5.63E-05,4
therapy6,18,0.002601532,1.13E-08,0.003440152,5.29E-05,4
therapyis,16,0.002312473,3.23E-09,0.003354397,4.77E-05,2
thereafter.438,17,0.002457002,5.19E-08,0.003853875,5.32E-05,2
thereof,20,0.002890591,2.12E-08,0.003467242,5.61E-05,7
thermostat,40,0.005781182,3.30E-06,0.004769556,9.70E-05,7
thescoperadio.com,48,0.006937419,4.03E-06,0.00595314,9.70E-05,0
thewissen,20,0.002890591,4.36E-07,0.002669079,8.47E-05,5
thick,18,0.002601532,2.62E-08,0.003449946,5.81E-05,6
thicken,45,0.00650383,9.26E-07,0.006989623,8.04E-05,7
thickening,17,0.002457002,5.23E-09,0.003320195,4.72E-05,4
thickness,19,0.002746062,1.52E-07,0.002528303,7.32E-05,6
thigh,154,0.022257552,5.12E-05,0.015155869,0.000225117,2
thin,127,0.018355254,4.07E-05,0.012651805,0.000187101,2
thing,1051,0.151900564,0.002813904,0.038737341,0.000766138,0
think,1081,0.15623645,0.003153784,0.041133182,0.000845831,0
thinking,100,0.014452956,1.70E-05,0.011401387,0.000164474,6
thinning,118,0.017054488,2.16E-05,0.01233474,0.000157359,6
thirty,29,0.004191357,9.02E-08,0.004593479,5.89E-05,6
thirumavalavan,112,0.01618731,8.46E-06,0.01215604,0.000147412,9
thomas,84,0.012140483,1.59E-05,0.009488965,0.000153081,0
thoracic,64,0.009249892,6.98E-06,0.007504791,0.00012351,0
thorough,261,0.037722214,0.000179134,0.021177721,0.00028981,4
thoroughly,118,0.017054488,4.44E-06,0.014386876,0.000156435,4
thought,223,0.032230091,0.00011635,0.018844682,0.000281229,0
thoughtful,37,0.005347594,3.14E-06,0.005702644,9.00E-05,7
thoughtfully,20,0.002890591,1.91E-08,0.004443249,5.46E-05,0
thousand,153,0.022113022,2.45E-05,0.014954886,0.000198081,0
threat,19,0.002746062,1.09E-08,0.003481355,5.38E-05,7
threaten,53,0.007660066,3.85E-06,0.007992532,9.05E-05,2
three-,19,0.002746062,2.27E-08,0.003440892,5.60E-05,2
threshold,159,0.022980199,2.60E-05,0.015290243,0.000203265,4
thrilled,17,0.002457002,7.07E-08,0.003227955,5.90E-05,4
thrive,35,0.005058534,8.49E-07,0.005253357,8.19E-05,0
throat,19,0.002746062,3.64E-07,0.003133716,6.25E-05,7
throb,16,0.002312473,2.85E-07,0.002616772,5.30E-05,2
thromboembolic,50,0.007226478,3.40E-06,0.006511518,0.000108935,4
thromboembolism,48,0.006937419,3.21E-06,0.007148815,0.000100349,4
thrombophilia,52,0.007515537,7.97E-07,0.007114544,9.40E-05,7
thrombosis,36,0.005203064,1.34E-06,0.005083154,8.81E-05,4
throttle,39,0.005636653,2.68E-06,0.005474522,8.71E-05,10
throw,61,0.008816303,3.78E-06,0.008559697,0.000103301,0
thyroid,444,0.064171123,0.00050721,0.021842703,0.000393333,7
thyroiditis,17,0.002457002,1.35E-07,0.002801957,5.34E-05,7
thyrotropin,16,0.002312473,1.06E-08,0.002488074,5.17E-05,7
thyroxine,42,0.006070241,1.14E-05,0.004752996,0.000113753,7
tidbit,17,0.002457002,3.32E-09,0.003291851,5.64E-05,0
tie,146,0.021101315,1.60E-05,0.014829383,0.000178938,6
tightly,58,0.008382714,1.18E-05,0.006644748,0.000108216,7
time,1580,0.228356699,0.008531653,0.05001563,0.001107139,0
timed,28,0.004046828,1.63E-07,0.004548547,6.52E-05,2
timeline,91,0.01315219,6.20E-06,0.011297036,0.000125744,6
timely,34,0.004914005,3.52E-07,0.005363242,7.52E-05,6
timer,20,0.002890591,1.25E-07,0.003660609,6.03E-05,2
timing,107,0.015464663,5.81E-06,0.013287353,0.000150195,2
timothy,20,0.002890591,1.05E-07,0.003254551,6.67E-05,9
tinker,34,0.004914005,1.90E-06,0.005485329,8.11E-05,0
tinkering,17,0.002457002,1.18E-07,0.003631773,5.59E-05,0
tiny,103,0.014886544,2.45E-05,0.011982091,0.000170368,2
tip,198,0.028616852,6.20E-05,0.016496574,0.000229488,10
tired,259,0.037433155,9.03E-05,0.019729399,0.000279392,0
tiredness,131,0.018933372,1.65E-05,0.013059476,0.000171862,6
tirzepatide,32,0.004624946,4.71E-07,0.00519232,7.25E-05,6
tissue,554,0.080069374,0.000737365,0.03036494,0.000509542,7
"tissue.44,45",18,0.002601532,1.84E-08,0.003027595,5.74E-05,7
tit,20,0.002890591,6.89E-08,0.003348501,6.10E-05,6
title,34,0.004914005,2.60E-06,0.004809936,9.34E-05,3
titrate,33,0.004769475,3.20E-07,0.005746366,7.24E-05,2
titration,70,0.010117069,4.36E-06,0.010006763,0.000126936,2
tlando,18,0.002601532,6.64E-08,0.003258796,5.90E-05,2
tmt,16,0.002312473,2.09E-08,0.002949297,4.89E-05,6
to-1,15,0.002167943,8.15E-09,0.003011559,4.60E-05,7
tobacco,79,0.011417835,7.91E-06,0.009964113,0.000127812,3
today,461,0.066628125,0.000396594,0.028638656,0.000445846,0
toledo,20,0.002890591,5.24E-07,0.003048967,7.14E-05,0
tolerability,18,0.002601532,1.83E-08,0.003840972,5.75E-05,2
tolerable,36,0.005203064,1.40E-06,0.005888457,8.84E-05,10
tolerance,96,0.013874837,1.03E-05,0.011739458,0.000140683,6
tolerate,36,0.005203064,6.48E-07,0.00606996,8.14E-05,2
toll,20,0.002890591,1.80E-06,0.003303028,6.49E-05,5
tom,137,0.019800549,1.46E-05,0.014025373,0.000168367,0
tomlinson,19,0.002746062,1.38E-05,0.002052448,8.32E-05,5
ton,63,0.009105362,2.77E-06,0.009097788,0.000107059,0
tone,62,0.008960832,8.66E-06,0.006814092,0.000124034,0
tongkat,52,0.007515537,1.15E-05,0.006006171,0.000122445,10
tongue,36,0.005203064,1.99E-06,0.005696588,8.74E-05,2
tonsil,18,0.002601532,3.01E-07,0.003196485,5.61E-05,7
tool,233,0.033675387,7.54E-05,0.021138213,0.000279944,4
tooth,84,0.012140483,2.83E-05,0.009864999,0.000157984,2
topi,29,0.004191357,1.97E-06,0.00423345,7.80E-05,2
topic,357,0.051597052,0.000272684,0.025682657,0.000374473,0
topical,572,0.082670906,0.00068047,0.030730862,0.000513379,2
topically,60,0.008671773,3.69E-06,0.008224145,0.000121318,2
toronto,22,0.00317965,4.75E-06,0.002814788,7.53E-05,9
torre,19,0.002746062,1.61E-06,0.003097263,7.42E-05,1
torso,18,0.002601532,8.97E-08,0.003499764,5.37E-05,2
tosterone,19,0.002746062,2.00E-06,0.002915793,6.38E-05,6
tostran,15,0.002167943,4.77E-07,0.001279761,7.98E-05,2
total,722,0.10435034,0.001694456,0.028572426,0.000616842,4
totally,16,0.002312473,2.85E-08,0.003388681,5.40E-05,0
touch,138,0.019945079,3.12E-05,0.01418293,0.000184219,2
tough,36,0.005203064,1.77E-06,0.005587004,8.68E-05,0
touliatos,62,0.008960832,5.14E-06,0.006829807,0.000106907,5
tour,19,0.002746062,6.66E-07,0.002780729,5.13E-05,0
town,45,0.00650383,2.62E-06,0.006979503,9.64E-05,0
toxic,27,0.003902298,1.70E-06,0.004261637,7.26E-05,7
toxicity,80,0.011562365,3.32E-06,0.010577382,0.00011775,2
toxin,93,0.013441249,1.53E-05,0.010488656,0.000150565,7
toyota,15,0.002167943,2.09E-06,0.001830997,7.08E-05,0
trace,38,0.005492123,1.05E-06,0.006020461,8.44E-05,2
track,191,0.027605145,0.000125993,0.017602065,0.000239174,11
tracker,19,0.002746062,3.51E-08,0.003218369,5.43E-05,0
tract,143,0.020667727,2.77E-05,0.013379261,0.000189325,7
traction,48,0.006937419,9.57E-06,0.006287827,0.000112585,9
trade,53,0.007660066,7.47E-06,0.007224438,0.000112064,2
tradeoff,20,0.002890591,2.30E-07,0.003444268,6.75E-05,9
traditional,250,0.036132389,0.000123109,0.021396024,0.000293181,2
traditionally,87,0.012574071,3.72E-06,0.010869764,0.000129714,7
trail,20,0.002890591,8.27E-08,0.003500704,6.04E-05,2
train,189,0.027316086,4.67E-05,0.018000623,0.000245528,0
trainer,20,0.002890591,1.32E-07,0.003310378,7.09E-05,9
training,293,0.04234716,0.000201214,0.022250487,0.000320152,10
traish,56,0.008093655,2.34E-05,0.00478044,0.000168948,5
trait,129,0.018644313,1.25E-05,0.013483373,0.000154201,6
trajectory,35,0.005058534,6.50E-07,0.005448279,7.32E-05,6
trans,16,0.002312473,9.00E-09,0.003161276,5.28E-05,2
transcript,65,0.009394421,1.47E-05,0.006433228,0.000131303,0
transcription,19,0.002746062,1.64E-07,0.002924621,6.47E-05,0
transdermal,308,0.044515103,0.000181872,0.023133106,0.000347084,2
transfer,202,0.02919497,7.36E-05,0.017904787,0.00026309,2
transference,162,0.023413788,4.00E-05,0.016612258,0.000225902,2
transform,67,0.00968348,1.62E-06,0.008424753,0.000102606,7
transformation,35,0.005058534,3.37E-06,0.005500371,7.86E-05,0
transformative,33,0.004769475,1.48E-06,0.004919728,7.67E-05,9
transgender,25,0.003613239,1.10E-06,0.003194032,7.85E-05,3
transient,18,0.002601532,3.54E-08,0.00359884,5.04E-05,6
transition,64,0.009249892,1.38E-06,0.009073358,0.000107761,7
transitory,19,0.002746062,1.99E-08,0.004061499,5.60E-05,2
translate,71,0.010261598,5.53E-05,0.008109013,0.000155719,8
translational,34,0.004914005,4.66E-06,0.004763276,9.89E-05,9
transmission,35,0.005058534,1.83E-06,0.005783048,7.94E-05,2
transmit,66,0.009538951,1.47E-05,0.008462669,0.000134897,7
transmittable,24,0.003468709,3.93E-07,0.003958305,6.66E-05,7
transparency,37,0.005347594,2.60E-06,0.005626257,9.27E-05,0
transparent,20,0.002890591,1.43E-07,0.004000477,5.70E-05,6
transplantation,18,0.002601532,5.96E-07,0.002870766,6.34E-05,7
transport,87,0.012574071,1.68E-05,0.009474703,0.000148481,7
trauma,171,0.024714554,6.93E-05,0.014452509,0.000225051,7
traumatic,50,0.007226478,8.59E-06,0.006102169,0.000110409,7
travel,107,0.015464663,5.03E-05,0.010362602,0.000180329,7
traverse,102,0.014742015,9.71E-06,0.011481723,0.000153708,4
travison,20,0.002890591,4.10E-06,0.001705653,9.30E-05,5
treadmill,20,0.002890591,6.83E-07,0.003612398,6.56E-05,0
treat,1026,0.148287325,0.002326668,0.037191387,0.000716787,4
treatable,122,0.017632606,1.32E-05,0.01260898,0.00015494,7
treating,20,0.002890591,2.81E-07,0.003447311,5.76E-05,6
treatment,2156,0.311605723,0.018763203,0.048920989,0.001223653,4
treatment.2,14,0.002023414,3.44E-09,0.002597469,4.34E-05,4
"treatment.7,27,31",18,0.002601532,1.69E-07,0.003185308,6.19E-05,4
treatments.regenerative,19,0.002746062,7.26E-07,0.002770833,6.97E-05,6
tremendous,64,0.009249892,4.03E-05,0.007887148,0.000126203,11
tremendously,18,0.002601532,5.16E-08,0.003606231,5.41E-05,2
tremor,19,0.002746062,9.12E-08,0.002755957,6.53E-05,6
trend,136,0.01965602,2.74E-05,0.014371337,0.000210806,4
trh,24,0.003468709,7.65E-07,0.003405631,6.58E-05,7
tri,17,0.002457002,1.50E-06,0.001905275,7.62E-05,7
trial,628,0.090764561,0.001179431,0.031377409,0.000614607,4
triale,14,0.002023414,4.25E-09,0.002883796,4.69E-05,0
trick,52,0.007515537,5.93E-06,0.007254451,0.000107409,0
trickle,18,0.002601532,1.79E-07,0.003646937,5.41E-05,2
tricky,75,0.010839717,3.42E-06,0.009666555,0.000108597,0
trigger,246,0.035554271,9.12E-05,0.018710426,0.000266348,7
triglyceride,45,0.00650383,6.47E-06,0.005862436,9.30E-05,7
triiodothyronine,28,0.004046828,1.18E-06,0.003910732,7.71E-05,7
trim,19,0.002746062,1.01E-07,0.003058906,6.45E-05,6
trimix,111,0.016042781,4.60E-05,0.012384507,0.000190918,2
trip,33,0.004769475,7.37E-08,0.006298571,6.92E-05,0
triple,56,0.008093655,1.09E-05,0.0079336,0.000109684,4
triptorelin,20,0.002890591,7.37E-07,0.00327865,7.06E-05,7
trivialise,20,0.002890591,6.24E-07,0.00349364,6.03E-05,0
troche,19,0.002746062,1.73E-07,0.003422512,6.44E-05,2
trost,45,0.00650383,0.0001105,0.004787827,0.000143242,5
trouble,270,0.03902298,8.28E-05,0.019658665,0.000259907,6
troublesome,52,0.007515537,2.75E-06,0.007032653,0.000102674,6
